crop_id,district_id ,avg_yield,total_area,best_season
144,144,0.224001022,54781,Kharif
145,145,0.224615385,650,Rabi
146,146,0.345995382,78397,Kharif
147,147,0.346733668,398,Rabi
148,148,0.438989844,33183,Kharif
149,149,0.585013441,32736,Kharif
150,150,0.735009779,35790,Kharif
151,151,0.583203733,643,Kharif
152,152,0.583333333,108,Rabi
153,153,0.350746269,402,Kharif
154,154,0.350604491,579,Rabi
155,155,0.423135464,2628,Kharif
156,156,0.423208191,586,Rabi
157,157,0.582795699,1395,Kharif
158,158,0.34996717,1523,Kharif
159,159,0.422759059,1573,Kharif
160,160,0.310913967,4847,Kharif
161,161,0.319148936,47,Rabi
162,162,0.335035099,4701,Kharif
163,163,0.511932616,4274,Kharif
164,164,0.5,6,Rabi
165,165,0.582635187,1313,Kharif
166,166,0.349716446,1587,Kharif
167,167,0.422768573,1871,Kharif
168,168,0.541017611,24587,Kharif
169,169,0.540880503,318,Rabi
170,170,0.434969123,21213,Kharif
171,171,0.434904602,1782,Rabi
172,172,0.418995228,27449,Kharif
173,173,0.418862691,1442,Rabi
174,174,0.582417582,182,Kharif
175,175,0.6,10,Rabi
176,176,0.351020408,245,Kharif
177,177,0.353658537,82,Rabi
178,178,0.42287695,577,Kharif
179,179,0.420168067,119,Rabi
180,180,0.46656051,628,Rabi
181,181,0.473958333,960,Rabi
182,182,0.610989011,1820,Rabi
183,183,0.329780564,1595,Kharif
184,184,0.333333333,27,Rabi
185,185,0.301818182,1925,Kharif
186,186,0.302325581,129,Rabi
187,187,0.165789474,2280,Kharif
188,188,0.168141593,113,Rabi
189,189,1.211997273,2934,Kharif
190,190,1.213178295,258,Rabi
191,191,0.494928149,2366,Kharif
192,192,0.5,42,Rabi
193,193,1.667128347,2166,Kharif
194,194,1.666666667,36,Rabi
195,195,0.92293826,2219,Kharif
196,196,0.878762542,1196,Kharif
197,197,0.852853966,2698,Kharif
198,198,0.987012987,77,Kharif
199,199,1,43,Rabi
200,200,0.849642005,419,Kharif
201,201,0.833333333,6,Rabi
202,202,1.357977863,16082,Kharif
203,203,1.360406091,197,Rabi
204,204,1.802150538,1395,Kharif
205,205,1.80183727,1524,Rabi
206,206,0.981856246,2866,Kharif
207,207,0.980712166,674,Rabi
208,208,0.88388735,4332,Kharif
209,209,0.884072581,992,Rabi
210,210,0.467091295,471,Rabi
211,211,0.472727273,330,Rabi
212,212,0.611288605,939,Rabi
213,213,0.467741935,124,Kharif
214,214,0.465753425,73,Rabi
215,215,0.47260274,292,Kharif
216,216,0.458333333,24,Rabi
217,217,0.61037037,675,Kharif
218,218,0.606557377,61,Rabi
219,219,1.4,10,Kharif
220,220,0.793999426,13932,Kharif
221,221,0.793478261,184,Rabi
222,222,0.662963679,10352,Kharif
223,223,0.662983425,362,Rabi
224,224,1.196985061,14793,Kharif
225,225,1.194915254,236,Rabi
226,226,0.480002228,17952,Kharif
227,227,0.482758621,29,Rabi
228,228,0.551004833,11793,Kharif
229,229,1,1,Rabi
230,230,0.580036519,11501,Kharif
231,231,0.583333333,48,Rabi
232,232,0.466666667,870,Kharif
233,233,0.474489796,588,Kharif
234,234,0.610526316,665,Kharif
235,235,0.555555556,9,Rabi
236,236,0.441957899,9786,Kharif
237,237,0.458333333,24,Rabi
238,238,0.412995959,15097,Kharif
239,239,0.626977091,21433,Kharif
240,240,0.6,5,Rabi
241,241,0.467082962,5605,Rabi
242,242,0.473906285,4503,Rabi
243,243,0.610925073,4778,Rabi
244,244,1.228008533,7969,Kharif
245,245,1.227336123,717,Rabi
246,246,0.932021467,10062,Kharif
247,247,0.934343434,198,Rabi
248,248,1.405006588,26565,Kharif
249,249,1.409090909,66,Rabi
250,250,0.467422096,706,Kharif
251,251,0.470588235,34,Rabi
252,252,0.474674385,691,Kharif
253,253,0,1,Rabi
254,254,0.610939112,969,Kharif
255,255,1,1,Rabi
256,256,1.479825518,917,Kharif
257,257,1.47761194,67,Rabi
258,258,1.260180995,1326,Kharif
259,259,1.25,36,Rabi
260,260,1.629934211,1216,Kharif
261,261,1.666666667,12,Rabi
262,262,1.005841924,2910,Kharif
263,263,1.29689298,3476,Kharif
264,264,2.362889984,3654,Kharif
265,265,0.829975775,15686,Kharif
266,266,0.629965305,14123,Kharif
267,267,0,2,Rabi
268,268,1.142985763,17771,Kharif
269,269,1.085168869,2724,Kharif
270,270,0.885113269,3090,Kharif
271,271,1.302236422,1565,Kharif
272,272,0.472727273,55,Kharif
273,273,0.469387755,49,Kharif
274,274,0.612903226,62,Kharif
275,275,0.610344828,290,Rabi
276,276,1.36,75,Kharif
277,277,22.50222222,225,Whole Year
278,278,24.38461538,13,Whole Year
279,279,14,110,Whole Year
280,280,0.292035398,1582,Whole Year
281,281,52.94736842,19,Whole Year
282,282,36.16666667,36,Whole Year
283,283,7.12039801,1005,Whole Year
284,284,52.959375,960,Whole Year
285,285,36.15332198,587,Whole Year
286,286,11.97328914,10258,Whole Year
287,287,14.62699711,7949,Whole Year
288,288,7.069026919,9547,Whole Year
289,289,25.72348437,7967,Whole Year
290,290,22.57395833,6720,Whole Year
291,291,7.434958634,5681,Whole Year
292,292,32.58419244,4074,Whole Year
293,293,65.49497158,4574,Whole Year
294,294,42.11800583,3771,Whole Year
295,295,0,1,Whole Year
296,296,24.44444444,9,Whole Year
297,297,20.32986627,673,Whole Year
298,298,24.40408163,735,Whole Year
299,299,14.00232829,859,Whole Year
300,300,2.535989717,1556,Whole Year
301,301,15.29420505,1346,Whole Year
302,302,12.46917534,1249,Whole Year
303,303,11.03735207,2704,Whole Year
304,304,26.40386681,1862,Whole Year
305,305,8.047297297,2960,Whole Year
306,306,0,12,Whole Year
307,307,4.098671727,527,Whole Year
308,308,24.4040404,297,Whole Year
309,309,14,121,Whole Year
310,310,0,9,Whole Year
311,311,24.33333333,3,Whole Year
312,312,5.201005025,398,Whole Year
313,313,24.40493827,405,Whole Year
314,314,14.00277778,360,Whole Year
315,315,16.37964775,511,Whole Year
316,316,19.38475836,538,Whole Year
317,317,9.682926829,82,Whole Year
318,318,14.18875502,249,Whole Year
319,319,24.40196078,204,Whole Year
320,320,14,86,Whole Year
321,321,16.76409186,479,Whole Year
322,322,19.38387716,521,Whole Year
323,323,9.688659794,485,Whole Year
324,324,12.56448763,1132,Whole Year
325,325,19.38431373,765,Whole Year
326,326,5.613084112,535,Whole Year
327,327,7.732620321,2431,Whole Year
328,328,17.07590966,1594,Whole Year
329,329,12.33333333,1452,Whole Year
330,330,12.5538636,6173,Whole Year
331,331,20.76793339,4684,Whole Year
332,332,22.9590958,4645,Whole Year
333,333,22.50180505,277,Whole Year
334,334,24.40394089,609,Whole Year
335,335,14.00229358,436,Whole Year
336,336,12.07526621,8264,Whole Year
337,337,22.20100955,5547,Whole Year
338,338,4.244922969,5712,Whole Year
339,339,0.083333333,24,Whole Year
340,340,0.220930233,86,Whole Year
341,341,0.166666667,24,Whole Year
342,342,0.26984127,126,Whole Year
343,343,0.123966942,121,Whole Year
344,344,0.266129032,124,Whole Year
345,345,0.148726685,34634,Whole Year
346,346,0.028486283,34227,Whole Year
347,347,0.097122196,34019,Whole Year
348,348,0.273333333,150,Whole Year
349,349,0.126666667,150,Whole Year
350,350,0.266666667,150,Whole Year
351,351,0.285714286,7,Whole Year
352,352,0.142857143,7,Whole Year
353,353,0.285714286,7,Whole Year
354,354,0.104905953,10314,Whole Year
355,355,0.219815408,10618,Whole Year
356,356,0.175241004,10477,Whole Year
357,357,0.273972603,803,Whole Year
358,358,0.123430962,478,Whole Year
359,359,0.267605634,355,Whole Year
360,360,0.111111111,18,Whole Year
361,361,0.2,10,Whole Year
362,362,0,3,Whole Year
363,363,0.111111111,18,Whole Year
364,364,0.2,15,Whole Year
365,365,0.157894737,19,Whole Year
366,366,0.274928775,702,Whole Year
367,367,0.123726346,687,Whole Year
368,368,0.267908309,698,Whole Year
369,369,0.333333333,3,Whole Year
370,370,0,3,Whole Year
371,371,0.27518797,665,Whole Year
372,372,0.124678663,778,Whole Year
373,373,0.267990074,806,Whole Year
374,374,0.421406275,18901,Whole Year
375,375,0.440985325,19080,Whole Year
376,376,0.380989022,19494,Whole Year
377,377,0.488155013,29675,Whole Year
378,378,0.12194105,31179,Whole Year
379,379,0.54746336,31045,Whole Year
380,380,0.274896039,9138,Whole Year
381,381,0.124290103,10741,Whole Year
382,382,0.268002505,11179,Whole Year
383,383,0.162436308,42195,Whole Year
384,384,0.05844951,42464,Whole Year
385,385,0.145606373,41674,Whole Year
386,386,0.293868922,1419,Kharif
387,387,0.391660462,1343,Kharif
388,388,0.457917261,1402,Kharif
389,389,0.282043247,3191,Kharif
390,390,0.202926829,2050,Kharif
391,391,0.417747794,1927,Kharif
392,392,0.28115016,313,Kharif
393,393,0.205128205,234,Kharif
394,394,0.416666667,372,Kharif
395,395,0.111111111,9,Kharif
396,396,0.230769231,13,Kharif
397,397,0.432058824,3400,Kharif
398,398,0.308122206,2684,Kharif
399,399,0.783016655,4263,Kharif
400,400,0.281519862,3474,Kharif
401,401,0.203356367,1013,Kharif
402,402,0.418069088,3387,Kharif
403,403,0.294736842,190,Kharif
404,404,0.392130258,737,Kharif
405,405,0.458070334,4436,Kharif
406,406,0.2,5,Kharif
407,407,0.363636364,11,Kharif
408,408,0.461538462,52,Kharif
409,409,0.235294118,17,Kharif
410,410,0.444444444,18,Kharif
411,411,0.281905034,7013,Kharif
412,412,0.203111859,4756,Kharif
413,413,0.418015056,11557,Kharif
414,414,0.294998186,165340,Kharif
415,415,0.471005086,130954,Kharif
416,416,0.474000476,146945,Kharif
417,417,0.29382408,1603,Kharif
418,418,0.392121755,2234,Kharif
419,419,0.458015267,6550,Kharif
420,420,0.278000155,64705,Kharif
421,421,0.205996403,60603,Kharif
422,422,0.392998328,77153,Kharif
423,423,0.294117647,153,Kharif
424,424,0.393700787,127,Kharif
425,425,0.459016393,305,Kharif
426,426,0.247998059,16484,Kharif
427,427,0.173007246,11040,Kharif
428,428,0.298995341,13736,Kharif
429,429,0.271856287,12525,Kharif
430,430,0.468993687,10772,Kharif
431,431,0.531975793,12228,Kharif
432,432,0.294117647,17,Kharif
433,433,0.181818182,11,Kharif
434,434,0,1,Kharif
435,435,0.333333333,6,Kharif
436,436,0.166666667,6,Kharif
437,437,0.5,4,Kharif
438,438,0.375,8,Kharif
439,439,0.621106337,3724,Kharif
440,440,0.447073097,3297,Kharif
441,441,0.744026784,6571,Kharif
442,442,0.285714286,14,Kharif
443,443,3588.366627,851,Whole Year
444,444,4247.582278,869,Whole Year
445,445,3916.362336,839,Whole Year
446,446,3587.660295,4133,Whole Year
447,447,4005.881983,4296,Whole Year
448,448,3918.852352,4294,Whole Year
449,449,12980.99536,48515,Whole Year
450,450,13863.3303,49479,Whole Year
451,451,13983.94113,48854,Whole Year
452,452,11051.6334,491,Whole Year
453,453,11249.14286,399,Whole Year
454,454,11835.47368,380,Whole Year
455,455,3583.783784,148,Whole Year
456,456,4247.419355,155,Whole Year
457,457,3913.269231,104,Whole Year
458,458,10581.59132,1106,Whole Year
459,459,10942.60018,1083,Whole Year
460,460,11364.89524,1050,Whole Year
461,461,11058.05702,1789,Whole Year
462,462,11252.50609,1889,Whole Year
463,463,11823.82387,1726,Whole Year
464,464,3403.636364,110,Whole Year
465,465,4257.33,100,Whole Year
466,466,3985.116279,86,Whole Year
467,467,11020,10,Whole Year
468,468,11428,11,Whole Year
469,469,11780,12,Whole Year
470,470,11020,2,Whole Year
471,471,11428,1,Whole Year
472,472,10407.77778,18,Whole Year
473,473,10883.80952,21,Whole Year
474,474,11387.33333,30,Whole Year
475,475,10869.14851,202,Whole Year
476,476,11225.0495,202,Whole Year
477,477,11848.2,200,Whole Year
478,478,11020,13,Whole Year
479,479,11428,13,Whole Year
480,480,11780,11,Whole Year
481,481,11048.21695,590,Whole Year
482,482,11259.16528,599,Whole Year
483,483,11816.91992,487,Whole Year
484,484,9661.476585,13645,Whole Year
485,485,8246.140477,13682,Whole Year
486,486,9932.167189,13709,Whole Year
487,487,7764.105365,7232,Whole Year
488,488,4285.99668,7230,Whole Year
489,489,6524.520653,7045,Whole Year
490,490,11056.94391,3102,Whole Year
491,491,11253.73178,3169,Whole Year
492,492,11825.42341,3153,Whole Year
493,493,9334.668192,22287,Whole Year
494,494,10143.56584,22093,Whole Year
495,495,10282.39036,21985,Whole Year
496,496,0.491811175,2076,Whole Year
497,497,0.417710944,1197,Whole Year
498,498,0.273869347,1990,Whole Year
499,499,0.236026155,4741,Whole Year
500,500,0.122892182,3914,Whole Year
501,501,0.108041091,5646,Whole Year
502,502,0.352941176,51,Whole Year
503,503,0.279069767,86,Whole Year
504,504,0.260504202,119,Whole Year
505,505,0.78125,32,Whole Year
506,506,0.566666667,30,Whole Year
507,507,0.764705882,51,Whole Year
508,508,0.773913043,115,Whole Year
509,509,0.546875,64,Whole Year
510,510,0.758974359,195,Whole Year
511,511,0.282944056,16141,Whole Year
512,512,0.198995396,11945,Whole Year
513,513,0.254001929,10370,Whole Year
514,514,0.489361702,47,Whole Year
515,515,0.414634146,41,Whole Year
516,516,0.277310924,119,Whole Year
517,517,0.76,25,Whole Year
518,518,0.571428571,14,Whole Year
519,519,0.727272727,11,Whole Year
520,520,0.409007646,25112,Whole Year
521,521,0.31302203,17839,Whole Year
522,522,0.319005259,15401,Whole Year
523,523,0.491749175,606,Whole Year
524,524,0.41712204,549,Whole Year
525,525,0.274273565,1411,Whole Year
526,526,0.492010309,3880,Whole Year
527,527,0.418089817,3162,Whole Year
528,528,0.27399535,3011,Whole Year
529,529,0.492086331,695,Whole Year
530,530,0.417808219,876,Whole Year
531,531,0.273967552,2712,Whole Year
532,532,0.492481203,532,Whole Year
533,533,0.418224299,428,Whole Year
534,534,0.274468085,470,Whole Year
535,535,0.774139659,2993,Whole Year
536,536,0.552980995,3841,Whole Year
537,537,0.756970797,6061,Whole Year
538,538,0.489795918,343,Whole Year
539,539,0.416909621,343,Whole Year
540,540,0.275700935,214,Whole Year
541,541,0.75,20,Whole Year
542,542,0.545454545,33,Whole Year
543,543,0.75862069,145,Whole Year
544,544,0.492063492,504,Whole Year
545,545,0.417721519,711,Whole Year
546,546,0.274373259,718,Whole Year
547,547,1.541178682,175552,Kharif
548,548,1.058824256,162008,Kharif
549,549,1.982353387,145297,Kharif
550,550,1.058816651,8552,Kharif
551,551,0.935323383,7638,Kharif
552,552,1.011870845,4212,Kharif
553,553,1,2,Kharif
554,554,2.611702973,6289,Kharif
555,555,1.77650933,4555,Kharif
556,556,2.976474523,8969,Kharif
557,557,2.994116483,126285,Kharif
558,558,1.894117289,98628,Kharif
559,559,3.49411553,138925,Kharif
560,560,1.08234858,21579,Kharif
561,561,1.123565217,11500,Kharif
562,562,0.823555499,15784,Kharif
563,563,1.288238947,80520,Kharif
564,564,1.535290052,46302,Kharif
565,565,2.194109552,48689,Kharif
566,566,2.105886511,99040,Kharif
567,567,1.670592261,70138,Kharif
568,568,2.311758233,76338,Kharif
569,569,2.194125629,35374,Kharif
570,570,1.847068575,31367,Kharif
571,571,2.958827181,35436,Kharif
572,572,1.052946231,82631,Kharif
573,573,0.899992764,55276,Kharif
574,574,1.088226307,39274,Kharif
575,575,1.21765318,63422,Kharif
576,576,1.329404151,43266,Kharif
577,577,1.641184711,34979,Kharif
578,578,1.511738521,16399,Kharif
579,579,1.270545977,6960,Kharif
580,580,2.311751432,5761,Kharif
581,581,0.905881109,113516,Kharif
582,582,0.870592188,77391,Kharif
583,583,1.764709581,63615,Kharif
584,584,1.511755558,10931,Kharif
585,585,1.270638006,8746,Kharif
586,586,0.747088961,8588,Kharif
587,587,1.664708697,37624,Kharif
588,588,1.164710228,24364,Kharif
589,589,1.694122574,35815,Kharif
590,590,1.547038865,19452,Kharif
591,591,1.588218655,14141,Kharif
592,592,2.347084852,15368,Kharif
593,593,2.611780864,6553,Kharif
594,594,1.776474646,5798,Kharif
595,595,2.976483538,9993,Kharif
596,596,2.611948956,1724,Kharif
597,597,1.776609724,1522,Kharif
598,598,2.976621859,1711,Kharif
599,599,2.612144956,1021,Kharif
600,600,1.776484284,859,Kharif
601,601,2.976453274,1359,Kharif
602,602,2.611739881,15639,Kharif
603,603,1.77647818,12397,Kharif
604,604,1.376457295,19471,Kharif
605,605,1.723528316,182478,Kharif
606,606,1.417650111,119478,Kharif
607,607,2.258820387,123549,Kharif
608,608,2.611807892,3269,Kharif
609,609,1.776595745,940,Kharif
610,610,2.976589518,3759,Kharif
611,611,0.59001181,5927,Kharif
612,612,2.755407654,601,Rabi
613,613,0.644007945,9062,Kharif
614,614,2.484429066,289,Rabi
615,615,1.262991191,10103,Kharif
616,616,3.264516129,310,Rabi
617,617,1.892961487,3765,Kharif
618,618,1.555555556,108,Rabi
619,619,2.238947753,2737,Kharif
620,620,1.939759036,83,Rabi
621,621,3.665068493,2920,Kharif
622,622,2.087912088,91,Rabi
623,623,1.446952596,443,Kharif
624,624,1.558147397,2958,Rabi
625,625,1.524084778,519,Kharif
626,626,1.934060937,2199,Rabi
627,627,2.461165049,412,Kharif
628,628,2.088825215,2792,Rabi
629,629,3.621019108,628,Kharif
630,630,2.010683761,936,Rabi
631,631,1.974609375,512,Kharif
632,632,1.663316583,597,Rabi
633,633,4.405607477,1070,Kharif
634,634,2.110787172,1029,Rabi
635,635,3.995005093,51052,Kharif
636,636,2.011650485,515,Rabi
637,637,2.021991885,58658,Kharif
638,638,1.662613982,658,Rabi
639,639,5.041998153,67122,Kharif
640,640,2.110465116,172,Rabi
641,641,1.446993671,5056,Kharif
642,642,1.557457213,409,Rabi
643,643,1.52487627,3839,Kharif
644,644,1.929775281,356,Rabi
645,645,2.46113384,3422,Kharif
646,646,2.089171975,314,Rabi
647,647,1.892974674,6989,Kharif
648,648,2.755163511,2324,Rabi
649,649,1.376988335,9430,Kharif
650,650,2.485732403,1577,Rabi
651,651,1.689978299,10138,Kharif
652,652,3.263157895,2052,Rabi
653,653,4.130972048,15133,Kharif
654,654,3.691037058,6962,Rabi
655,655,2.748990754,15358,Kharif
656,656,3.489988448,5194,Rabi
657,657,3.35001784,19619,Kharif
658,658,4.532974635,6505,Rabi
659,659,3.562965989,9791,Kharif
660,660,2.011291461,1417,Rabi
661,661,2.508979657,12584,Kharif
662,662,1.663,1000,Rabi
663,663,3.088028758,11962,Kharif
664,664,2.111355311,1365,Rabi
665,665,1.330976641,14427,Kharif
666,666,1.558348294,557,Rabi
667,667,1.333006568,10201,Kharif
668,668,1.934343434,792,Rabi
669,669,2.157971889,11597,Kharif
670,670,2.089055794,932,Rabi
671,671,0.842988146,8942,Kharif
672,672,2.755174154,1981,Rabi
673,673,1.120978405,9076,Kharif
674,674,2.486144871,2057,Rabi
675,675,2.995059899,8097,Kharif
676,676,3.263108172,2117,Rabi
677,677,0.834023522,6037,Kharif
678,678,2.754716981,1749,Rabi
679,679,0.879951496,4948,Kharif
680,680,2.485828343,2505,Rabi
681,681,1.466927287,6395,Kharif
682,682,3.26279471,1739,Rabi
683,683,2.778954424,7460,Kharif
684,684,2.755029586,845,Rabi
685,685,0.739018438,7376,Kharif
686,686,2.485842027,1342,Rabi
687,687,2.532039389,7007,Kharif
688,688,3.263157895,2128,Rabi
689,689,2.145942408,1528,Kharif
690,690,2.755357143,1120,Rabi
691,691,1.563100962,1664,Kharif
692,692,2.486432161,995,Rabi
693,693,2.278882321,1861,Kharif
694,694,3.262536873,1017,Rabi
695,695,2.328012825,14347,Kharif
696,696,2.493877551,3920,Rabi
697,697,1.171006871,11789,Kharif
698,698,1.542020563,4474,Rabi
699,699,2.493024911,14050,Kharif
700,700,2.408107493,4391,Rabi
701,701,2.146093389,2163,Kharif
702,702,2.755227552,813,Rabi
703,703,1.562795586,1903,Kharif
704,704,2.486585366,820,Rabi
705,705,2.278983261,1613,Kharif
706,706,3.262809917,605,Rabi
707,707,3.618181818,55,Kharif
708,708,3.023183926,1941,Rabi
709,709,1.981818182,55,Kharif
710,710,2.703850306,2779,Rabi
711,711,4.406113537,229,Kharif
712,712,2.666946309,3576,Rabi
713,713,3.583333333,12,Kharif
714,714,2.696830986,2840,Rabi
715,715,2,15,Kharif
716,716,1.965148699,2152,Rabi
717,717,4.4,45,Kharif
718,718,3.486042065,2615,Rabi
719,719,3.620915033,918,Kharif
720,720,1.371070858,3754,Rabi
721,721,1.974669604,908,Kharif
722,722,1.250215332,2322,Rabi
723,723,4.406429392,871,Kharif
724,724,1.533967837,3047,Rabi
725,725,3.622807018,228,Kharif
726,726,1.589918838,2341,Rabi
727,727,1.976666667,300,Kharif
728,728,1.214109521,2027,Rabi
729,729,4.404255319,235,Kharif
730,730,1.259010091,2081,Rabi
731,731,1.87697201,15720,Kharif
732,732,2.204010831,11818,Rabi
733,733,1.916982386,15045,Kharif
734,734,1.933966245,9480,Rabi
735,735,1.934995419,20737,Kharif
736,736,2.25,8160,Rabi
737,737,3.625,40,Kharif
738,738,1.444105214,4258,Rabi
739,739,1.954545455,22,Kharif
740,740,1.342913497,3549,Rabi
741,741,4.4,40,Kharif
742,742,1.212104981,3734,Rabi
743,743,2.5,2,Whole Year
744,744,2.642857143,14,Whole Year
745,745,1.666666667,12,Whole Year
746,746,2.846153846,13,Whole Year
747,747,2.278284672,1096,Whole Year
748,748,1.635750422,593,Whole Year
749,749,3.187830688,756,Whole Year
750,750,2.277777778,54,Whole Year
751,751,1.630434783,46,Whole Year
752,752,3.184210526,38,Whole Year
753,753,2.274193548,62,Whole Year
754,754,1.64,50,Whole Year
755,755,3.183673469,49,Whole Year
756,756,2.633587786,131,Whole Year
757,757,1.635714286,140,Whole Year
758,758,2.842857143,140,Whole Year
759,759,2.631260794,1158,Whole Year
760,760,1.63496144,1167,Whole Year
761,761,2.841013825,868,Whole Year
762,762,1.625,8,Whole Year
763,763,2.875,8,Whole Year
764,764,2.266666667,30,Whole Year
765,765,1.6,10,Whole Year
766,766,3,1,Whole Year
767,767,1,1,Kharif
768,768,1.104974062,3277,Rabi
769,769,1.237132848,3711,Rabi
770,770,1.194157876,8627,Rabi
771,771,1.0625,16,Kharif
772,772,1.046999624,47894,Rabi
773,773,0.371996167,54264,Rabi
774,774,0.29999417,51461,Rabi
775,775,1.2,5,Kharif
776,776,0.8,20,Rabi
777,777,1.884615385,26,Rabi
778,778,1.322580645,31,Rabi
779,779,1.8,5,Rabi
780,780,1.874113475,2820,Rabi
781,781,1.310957652,9847,Rabi
782,782,1.795454545,44,Kharif
783,783,1.789922345,17127,Rabi
784,784,1,1,Kharif
785,785,1.260992279,42871,Rabi
786,786,0.5,2,Kharif
787,787,0.51999778,54056,Rabi
788,788,1.104005921,44584,Rabi
789,789,1.105473965,749,Rabi
790,790,1.237027118,2987,Rabi
