pesticide_id,district_id,COMPOUND,STATE_CODE,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE
327,327,"2,4-D",12,97,21949.9,21959.1
328,328,"2,4-D",12,99,149632,150352.7
329,329,"2,4-D",12,101,5373.8,5386
330,330,"2,4-D",12,103,26.5,26.5
331,331,"2,4-D",12,105,18728.3,18828.6
332,332,"2,4-D",12,107,1677.5,1778
333,333,"2,4-D",12,109,244.3,517.8
334,334,"2,4-D",12,111,2751,2751
335,335,"2,4-D",12,113,5173.8,5173.8
336,336,"2,4-D",12,115,181.7,181.7
337,337,"2,4-D",12,117,785.8,787.3
338,338,"2,4-D",12,119,6155.5,6191.7
339,339,"2,4-D",12,121,5954.5,7072.9
340,340,"2,4-D",12,123,1305.7,1305.7
341,341,"2,4-D",12,125,1216.4,1274.9
342,342,"2,4-D",12,127,3019.7,3061.8
343,343,"2,4-D",12,129,1608.2,1608.2
344,344,"2,4-D",12,131,3596.2,3596.2
345,345,"2,4-D",12,133,2013.5,2013.5
346,346,"2,4-D",13,1,3001.2,3566.6
347,347,"2,4-D",13,3,2384.1,2403.4
348,348,"2,4-D",13,5,1284.6,1637.2
349,349,"2,4-D",13,7,358.8,2782.8
350,350,"2,4-D",13,9,7.4,487.4
351,351,"2,4-D",13,11,2056.5,2081.4
352,352,"2,4-D",13,13,1210.9,1213.8
353,353,"2,4-D",13,15,2195.2,3155.3
354,354,"2,4-D",13,17,1622.7,1641.8
355,355,"2,4-D",13,19,4669.5,4709
356,356,"2,4-D",13,21,72.7,535.4
357,357,"2,4-D",13,23,1326.2,2311.1
358,358,"2,4-D",13,25,473.5,523.1
359,359,"2,4-D",13,27,5770.3,5898.8
360,360,"2,4-D",13,29,177.9,222
361,361,"2,4-D",13,31,539.2,3861.6
362,362,"2,4-D",13,33,438.4,5018.3
363,363,"2,4-D",13,35,15.8,641.4
364,364,"2,4-D",13,37,318.4,3375.2
365,365,"2,4-D",13,39,258.3,259.1
366,366,"2,4-D",13,43,145.8,1131.3
367,367,"2,4-D",13,45,5113.6,5127.7
368,368,"2,4-D",13,47,821.7,825.1
369,369,"2,4-D",13,49,287.7,313.7
370,370,"2,4-D",13,51,35.3,37.5
371,371,"2,4-D",13,53,72,73.3
372,372,"2,4-D",13,55,1558.7,1832.4
373,373,"2,4-D",13,57,851.7,853.4
374,374,"2,4-D",13,59,237.6,237.9
375,375,"2,4-D",13,61,155.3,1148.9
376,376,"2,4-D",13,63,28.8,28.8
377,377,"2,4-D",13,65,176,176
378,378,"2,4-D",13,67,202.9,204
379,379,"2,4-D",13,69,5216.6,5267.3
380,380,"2,4-D",13,71,5286.2,5354.3
381,381,"2,4-D",13,73,0.8,325.2
382,382,"2,4-D",13,75,2389.7,2416.3
383,383,"2,4-D",13,77,2659.4,2697.5
384,384,"2,4-D",13,79,4878.9,5504.7
385,385,"2,4-D",13,81,3649.2,3649.2
386,386,"2,4-D",13,83,583.6,587.3
387,387,"2,4-D",13,85,465.9,485.3
388,388,"2,4-D",13,87,780.1,5349.5
389,389,"2,4-D",13,89,11,11
390,390,"2,4-D",13,91,1289.7,2976.3
391,391,"2,4-D",13,93,5241.7,5307.2
392,392,"2,4-D",13,95,49.2,1131.5
393,393,"2,4-D",13,97,349.2,393
394,394,"2,4-D",13,99,793.9,5052.8
395,395,"2,4-D",13,101,596.3,596.3
396,396,"2,4-D",13,103,58.8,1249.9
397,397,"2,4-D",13,105,2646.6,2726
398,398,"2,4-D",13,107,260.4,2382.5
399,399,"2,4-D",13,109,466.2,658.7
400,400,"2,4-D",13,111,477.1,498.1
401,401,"2,4-D",13,113,513.5,513.6
402,402,"2,4-D",13,115,2306.4,2873.7
403,403,"2,4-D",13,117,638.4,640.2
404,404,"2,4-D",13,119,3353.3,3405.8
405,405,"2,4-D",13,121,596.2,604.1
406,406,"2,4-D",13,123,3372.2,3392
407,407,"2,4-D",13,125,17.4,488.4
408,408,"2,4-D",13,127,78.1,94.1
409,409,"2,4-D",13,129,2942.5,3592
410,410,"2,4-D",13,131,573.7,3609.7
411,411,"2,4-D",13,133,1,1247.8
412,412,"2,4-D",13,135,313.1,313.1
413,413,"2,4-D",13,137,1249.8,1392.8
414,414,"2,4-D",13,139,1743.1,1848.1
415,415,"2,4-D",13,141,95.9,707
416,416,"2,4-D",13,143,1347.9,1352.3
417,417,"2,4-D",13,145,1055.1,1090.2
418,418,"2,4-D",13,147,3469.3,3634.9
419,419,"2,4-D",13,149,1334.7,1338.2
420,420,"2,4-D",13,151,1035.2,1055.1
421,421,"2,4-D",13,153,1550.1,2341.1
422,422,"2,4-D",13,155,5392.6,5392.6
423,423,"2,4-D",13,157,3287.8,3319.1
424,424,"2,4-D",13,159,20.3,1146.5
425,425,"2,4-D",13,161,2518.2,2518.2
426,426,"2,4-D",13,163,226.3,4550.9
427,427,"2,4-D",13,165,241.4,2012.4
428,428,"2,4-D",13,167,489.7,1662.9
429,429,"2,4-D",13,169,1.7,695
430,430,"2,4-D",13,171,1645.9,1719.8
431,431,"2,4-D",13,173,1074.6,1074.6
432,432,"2,4-D",13,175,1330,3295.4
433,433,"2,4-D",13,177,378.6,2813.8
434,434,"2,4-D",13,179,80.6,90.7
435,435,"2,4-D",13,181,582.2,582.2
436,436,"2,4-D",13,183,191.2,241.2
437,437,"2,4-D",13,185,1502.7,1531.3
438,438,"2,4-D",13,187,1019.6,1029.4
439,439,"2,4-D",13,189,3.1,1025.5
440,440,"2,4-D",13,191,588.4,588.6
441,441,"2,4-D",13,193,5406.6,6630.2
442,442,"2,4-D",13,195,2400,2410
443,443,"2,4-D",13,197,1257.8,1502.2
444,444,"2,4-D",13,199,2945,2983.8
445,445,"2,4-D",13,201,710.1,5329.5
446,446,"2,4-D",13,205,1361.6,6623
447,447,"2,4-D",13,207,1.8,877.5
448,448,"2,4-D",13,209,890.1,1634.6
449,449,"2,4-D",13,211,87.6,2843.9
450,450,"2,4-D",13,213,1296,1764
451,451,"2,4-D",13,215,202,202
452,452,"2,4-D",13,217,43.3,986.3
453,453,"2,4-D",13,219,7997.3,8027.7
454,454,"2,4-D",13,221,3582.5,3586.9
455,455,"2,4-D",13,223,390.6,390.6
456,456,"2,4-D",13,225,377.5,997.7
457,457,"2,4-D",13,227,587.7,607.7
458,458,"2,4-D",13,229,1476.2,2302.8
459,459,"2,4-D",13,231,1766,1780.9
460,460,"2,4-D",13,233,1469.2,1877.7
461,461,"2,4-D",13,235,2794.6,3694.6
462,462,"2,4-D",13,237,61.9,1044.1
463,463,"2,4-D",13,239,15.1,230.3
464,464,"2,4-D",13,241,213,226.1
465,465,"2,4-D",13,243,248.7,4129.5
466,466,"2,4-D",13,245,6.1,358.6
467,467,"2,4-D",13,247,1.9,199.9
468,468,"2,4-D",13,249,860.4,945.1
469,469,"2,4-D",13,251,345.5,2970
470,470,"2,4-D",13,253,512.3,3395.5
471,471,"2,4-D",13,255,1158.7,1168.4
472,472,"2,4-D",13,257,834.2,838.9
473,473,"2,4-D",13,259,91.1,628.2
474,474,"2,4-D",13,261,549.8,4394.3
475,475,"2,4-D",13,263,1186.8,1198.1
476,476,"2,4-D",13,265,0.2,456.2
477,477,"2,4-D",13,267,2134.8,2690.3
478,478,"2,4-D",13,269,2258.5,2559.4
479,479,"2,4-D",13,271,1767.2,1767.2
480,480,"2,4-D",13,273,456.4,3530.3
481,481,"2,4-D",13,275,690.1,3302.4
482,482,"2,4-D",13,277,2725.9,2759.2
483,483,"2,4-D",13,279,1682.4,2017.8
484,484,"2,4-D",13,281,231.2,231.3
485,485,"2,4-D",13,283,263.1,937.5
486,486,"2,4-D",13,285,1529.4,1529.8
487,487,"2,4-D",13,287,3065.7,3102.9
488,488,"2,4-D",13,289,488.3,939.4
489,489,"2,4-D",13,291,725.9,749.1
490,490,"2,4-D",13,293,1809.8,1839.1
491,491,"2,4-D",13,295,2587.4,3239.2
492,492,"2,4-D",13,297,1649.6,1692.3
493,493,"2,4-D",13,299,818.5,1181.1
494,494,"2,4-D",13,301,35.8,943.6
495,495,"2,4-D",13,303,951.3,2386
496,496,"2,4-D",13,305,1621.2,2128.8
497,497,"2,4-D",13,307,196.2,874.7
498,498,"2,4-D",13,309,374.8,953.2
499,499,"2,4-D",13,311,747.9,810.8
500,500,"2,4-D",13,313,1375.1,1446
501,501,"2,4-D",13,315,2664.8,2665.9
502,502,"2,4-D",13,317,2665.9,2700.4
503,503,"2,4-D",13,319,58.7,355.1
504,504,"2,4-D",13,321,5952.1,6023
505,505,"2,4-D",16,1,405.4,494.4
506,506,"2,4-D",16,3,55.4,69.4
507,507,"2,4-D",16,5,2124.9,2215.3
508,508,"2,4-D",16,7,632.7,769.5
509,509,"2,4-D",16,9,868.8,1400
510,510,"2,4-D",16,11,6446,6713.6
511,511,"2,4-D",16,13,367.3,518
512,512,"2,4-D",16,15,59.8,62
513,513,"2,4-D",16,17,32.4,34.4
514,514,"2,4-D",16,19,5381.3,5580.6
515,515,"2,4-D",16,21,333.4,351.6
516,516,"2,4-D",16,23,789,962.7
517,517,"2,4-D",16,25,286.1,562.9
518,518,"2,4-D",16,27,1618.5,2082.9
519,519,"2,4-D",16,29,4659.7,4762.5
520,520,"2,4-D",16,31,4886.7,6035.6
521,521,"2,4-D",16,33,591,706.1
522,522,"2,4-D",16,35,257.4,308.1
523,523,"2,4-D",16,37,204.8,278.3
524,524,"2,4-D",16,39,4479.2,4654.8
525,525,"2,4-D",16,41,1152.8,1312.2
526,526,"2,4-D",16,43,3962.4,4052.9
527,527,"2,4-D",16,45,324.3,364.4
528,528,"2,4-D",16,47,500.9,751.1
529,529,"2,4-D",16,49,2639.3,2769.8
530,530,"2,4-D",16,51,3010.2,3390.8
531,531,"2,4-D",16,53,913.7,1299.3
532,532,"2,4-D",16,55,340.8,614
533,533,"2,4-D",16,57,2088,4768.1
534,534,"2,4-D",16,59,299.9,385.4
535,535,"2,4-D",16,61,2052.4,2734.2
536,536,"2,4-D",16,63,361,500.3
537,537,"2,4-D",16,65,3556,3639.1
538,538,"2,4-D",16,67,1559,1896.9
539,539,"2,4-D",16,69,2297,4007.9
540,540,"2,4-D",16,71,2215,2409.3
541,541,"2,4-D",16,73,1701.5,1954.1
542,542,"2,4-D",16,75,423.9,515.5
543,543,"2,4-D",16,77,5923.9,5971.7
544,544,"2,4-D",16,79,0.1,0.5
545,545,"2,4-D",16,81,1652.7,1726
546,546,"2,4-D",16,83,2562.6,3463.2
547,547,"2,4-D",16,85,322.8,327.3
548,548,"2,4-D",16,87,1940.4,2074.7
549,549,"2,4-D",17,1,11465.2,11880.5
550,550,"2,4-D",17,3,6140.6,6398.1
551,551,"2,4-D",17,5,2912.9,3646.8
552,552,"2,4-D",17,7,2090.4,2455.1
553,553,"2,4-D",17,9,2951.7,3101.5
554,554,"2,4-D",17,11,10233.1,10252.1
555,555,"2,4-D",17,13,929.2,1058.3
556,556,"2,4-D",17,15,5102.6,5132
557,557,"2,4-D",17,17,2984.8,3055.9
558,558,"2,4-D",17,19,22613,22734.3
559,559,"2,4-D",17,21,7136.7,7239.9
560,560,"2,4-D",17,23,7827.8,7994
561,561,"2,4-D",17,25,7588.6,7789.1
562,562,"2,4-D",17,27,24301.4,25993.9
563,563,"2,4-D",17,29,9473.1,9663.8
564,564,"2,4-D",17,31,135.8,214.3
565,565,"2,4-D",17,33,7070.1,7204.5
566,566,"2,4-D",17,35,5551.9,5660.7
567,567,"2,4-D",17,37,6176.2,6711.6
568,568,"2,4-D",17,39,7044.4,7123.9
569,569,"2,4-D",17,41,8966.7,9211.4
570,570,"2,4-D",17,43,74.9,82.1
571,571,"2,4-D",17,45,13199.1,13408
572,572,"2,4-D",17,47,3986.9,3995
