stat_id,crop_id,district_id,season,area,production,yield
75,75,75,Kharif,1254,1254,1254
76,76,76,Kharif,1254,1254,1254
77,77,77,Kharif,1254,1254,1254
78,78,78,Kharif,1254,1254,1254
79,79,79,Rabi,1254,1254,1254
80,80,80,Kharif,1254,1254,1254
81,81,81,Rabi,1254,1254,1254
82,82,82,Kharif,1254,1254,1254
83,83,83,Kharif,1254,1254,1254
84,84,84,Kharif,1254,1254,1254
85,85,85,Kharif,1254,1254,1254
86,86,86,Rabi,1254,1254,1254
87,87,87,Kharif,1254,1254,1254
88,88,88,Rabi,1254,1254,1254
89,89,89,Kharif,1254,1254,1254
90,90,90,Rabi,1254,1254,1254
91,91,91,Kharif,1254,1254,1254
92,92,92,Rabi,1254,1254,1254
93,93,93,Kharif,1254,1254,1254
94,94,94,Rabi,1254,1254,1254
95,95,95,Kharif,1254,1254,1254
96,96,96,Rabi,1254,1254,1254
97,97,97,Kharif,1254,1254,1254
98,98,98,Rabi,1254,1254,1254
99,99,99,Kharif,1254,1254,1254
100,100,100,Rabi,1254,1254,1254
101,101,101,Kharif,1254,1254,1254
102,102,102,Rabi,1254,1254,1254
103,103,103,Kharif,1254,1254,1254
104,104,104,Rabi,1254,1254,1254
105,105,105,Kharif,1254,1254,1254
106,106,106,Rabi,1254,1254,1254
107,107,107,Kharif,1254,1254,1254
108,108,108,Rabi,1254,1254,1254
109,109,109,Kharif,1254,1254,1254
110,110,110,Rabi,1254,1254,1254
111,111,111,Kharif,1254,1254,1254
112,112,112,Rabi,1254,1254,1254
113,113,113,Kharif,1254,1254,1254
114,114,114,Kharif,1254,1254,1254
115,115,115,Rabi,1254,1254,1254
116,116,116,Kharif,1254,1254,1254
117,117,117,Rabi,1254,1254,1254
118,118,118,Kharif,1254,1254,1254
119,119,119,Rabi,1254,1254,1254
120,120,120,Kharif,1254,1254,1254
121,121,121,Rabi,1254,1254,1254
122,122,122,Kharif,1254,1254,1254
123,123,123,Kharif,1254,1254,1254
124,124,124,Rabi,1254,1254,1254
125,125,125,Kharif,1254,1254,1254
126,126,126,Kharif,1254,1254,1254
127,127,127,Rabi,1254,1254,1254
128,128,128,Kharif,1254,1254,1254
129,129,129,Rabi,1254,1254,1254
130,130,130,Kharif,1254,1254,1254
131,131,131,Rabi,1254,1254,1254
132,132,132,Kharif,1254,1254,1254
133,133,133,Rabi,1254,1254,1254
134,134,134,Kharif,1254,1254,1254
135,135,135,Rabi,1254,1254,1254
136,136,136,Kharif,1254,1254,1254
137,137,137,Rabi,1254,1254,1254
138,138,138,Kharif,1254,1254,1254
139,139,139,Rabi,1254,1254,1254
140,140,140,Kharif,1254,1254,1254
141,141,141,Rabi,1254,1254,1254
142,142,142,Kharif,1254,1254,1254
143,143,143,Rabi,1254,1254,1254
144,144,144,Kharif,1254,1254,1254
145,145,145,Rabi,1254,1254,1254
146,146,146,Kharif,1254,1254,1254
147,147,147,Rabi,1254,1254,1254
148,148,148,Kharif,1254,1254,1254
149,149,149,Kharif,1254,1254,1254
150,150,150,Kharif,1254,1254,1254
151,151,151,Kharif,1254,1254,1254
152,152,152,Rabi,1254,1254,1254
153,153,153,Kharif,1254,1254,1254
154,154,154,Rabi,1254,1254,1254
155,155,155,Kharif,1254,1254,1254
156,156,156,Rabi,1254,1254,1254
157,157,157,Kharif,1254,1254,1254
158,158,158,Kharif,1254,1254,1254
159,159,159,Kharif,1254,1254,1254
160,160,160,Kharif,1254,1254,1254
161,161,161,Rabi,1254,1254,1254
162,162,162,Kharif,1254,1254,1254
163,163,163,Kharif,1254,1254,1254
164,164,164,Rabi,1254,1254,1254
165,165,165,Kharif,1254,1254,1254
166,166,166,Kharif,1254,1254,1254
167,167,167,Kharif,1254,1254,1254
168,168,168,Kharif,1254,1254,1254
169,169,169,Rabi,1254,1254,1254
170,170,170,Kharif,1254,1254,1254
171,171,171,Rabi,1254,1254,1254
172,172,172,Kharif,1254,1254,1254
173,173,173,Rabi,1254,1254,1254
174,174,174,Kharif,1254,1254,1254
175,175,175,Rabi,1254,1254,1254
176,176,176,Kharif,1254,1254,1254
177,177,177,Rabi,1254,1254,1254
178,178,178,Kharif,1254,1254,1254
179,179,179,Rabi,1254,1254,1254
180,180,180,Rabi,1254,1254,1254
181,181,181,Rabi,1254,1254,1254
182,182,182,Rabi,1254,1254,1254
183,183,183,Kharif,1254,1254,1254
184,184,184,Rabi,1254,1254,1254
185,185,185,Kharif,1254,1254,1254
186,186,186,Rabi,1254,1254,1254
187,187,187,Kharif,1254,1254,1254
188,188,188,Rabi,1254,1254,1254
189,189,189,Kharif,1254,1254,1254
190,190,190,Rabi,1254,1254,1254
191,191,191,Kharif,1254,1254,1254
192,192,192,Rabi,1254,1254,1254
193,193,193,Kharif,1254,1254,1254
194,194,194,Rabi,1254,1254,1254
195,195,195,Kharif,1254,1254,1254
196,196,196,Kharif,1254,1254,1254
197,197,197,Kharif,1254,1254,1254
198,198,198,Kharif,1254,1254,1254
199,199,199,Rabi,1254,1254,1254
200,200,200,Kharif,1254,1254,1254
201,201,201,Rabi,1254,1254,1254
202,202,202,Kharif,1254,1254,1254
203,203,203,Rabi,1254,1254,1254
204,204,204,Kharif,1254,1254,1254
205,205,205,Rabi,1254,1254,1254
206,206,206,Kharif,1254,1254,1254
207,207,207,Rabi,1254,1254,1254
208,208,208,Kharif,1254,1254,1254
209,209,209,Rabi,1254,1254,1254
210,210,210,Rabi,1254,1254,1254
211,211,211,Rabi,1254,1254,1254
212,212,212,Rabi,1254,1254,1254
213,213,213,Kharif,1254,1254,1254
214,214,214,Rabi,1254,1254,1254
215,215,215,Kharif,1254,1254,1254
216,216,216,Rabi,1254,1254,1254
217,217,217,Kharif,1254,1254,1254
218,218,218,Rabi,1254,1254,1254
219,219,219,Kharif,1254,1254,1254
220,220,220,Kharif,1254,1254,1254
221,221,221,Rabi,1254,1254,1254
222,222,222,Kharif,1254,1254,1254
223,223,223,Rabi,1254,1254,1254
224,224,224,Kharif,1254,1254,1254
225,225,225,Rabi,1254,1254,1254
226,226,226,Kharif,1254,1254,1254
227,227,227,Rabi,1254,1254,1254
228,228,228,Kharif,1254,1254,1254
229,229,229,Rabi,1254,1254,1254
230,230,230,Kharif,1254,1254,1254
231,231,231,Rabi,1254,1254,1254
232,232,232,Kharif,1254,1254,1254
233,233,233,Kharif,1254,1254,1254
234,234,234,Kharif,1254,1254,1254
235,235,235,Rabi,1254,1254,1254
236,236,236,Kharif,1254,1254,1254
237,237,237,Rabi,1254,1254,1254
238,238,238,Kharif,1254,1254,1254
239,239,239,Kharif,1254,1254,1254
240,240,240,Rabi,1254,1254,1254
241,241,241,Rabi,1254,1254,1254
242,242,242,Rabi,1254,1254,1254
243,243,243,Rabi,1254,1254,1254
244,244,244,Kharif,1254,1254,1254
245,245,245,Rabi,1254,1254,1254
246,246,246,Kharif,1254,1254,1254
247,247,247,Rabi,1254,1254,1254
248,248,248,Kharif,1254,1254,1254
249,249,249,Rabi,1254,1254,1254
250,250,250,Kharif,1254,1254,1254
251,251,251,Rabi,1254,1254,1254
252,252,252,Kharif,1254,1254,1254
253,253,253,Rabi,1254,1254,1254
254,254,254,Kharif,1254,1254,1254
255,255,255,Rabi,1254,1254,1254
256,256,256,Kharif,1254,1254,1254
257,257,257,Rabi,1254,1254,1254
258,258,258,Kharif,1254,1254,1254
259,259,259,Rabi,1254,1254,1254
260,260,260,Kharif,1254,1254,1254
261,261,261,Rabi,1254,1254,1254
262,262,262,Kharif,1254,1254,1254
263,263,263,Kharif,1254,1254,1254
264,264,264,Kharif,1254,1254,1254
265,265,265,Kharif,1254,1254,1254
266,266,266,Kharif,1254,1254,1254
267,267,267,Rabi,1254,1254,1254
268,268,268,Kharif,1254,1254,1254
269,269,269,Kharif,1254,1254,1254
270,270,270,Kharif,1254,1254,1254
271,271,271,Kharif,1254,1254,1254
272,272,272,Kharif,1254,1254,1254
273,273,273,Kharif,1254,1254,1254
274,274,274,Kharif,1254,1254,1254
275,275,275,Rabi,1254,1254,1254
276,276,276,Kharif,1254,1254,1254
277,277,277,Whole Year,1254,1254,1254
278,278,278,Whole Year,1254,1254,1254
279,279,279,Whole Year,1254,1254,1254
280,280,280,Whole Year,1254,1254,1254
281,281,281,Whole Year,1254,1254,1254
282,282,282,Whole Year,1254,1254,1254
283,283,283,Whole Year,1254,1254,1254
284,284,284,Whole Year,1254,1254,1254
285,285,285,Whole Year,1254,1254,1254
286,286,286,Whole Year,1254,1254,1254
287,287,287,Whole Year,1254,1254,1254
288,288,288,Whole Year,1254,1254,1254
289,289,289,Whole Year,1254,1254,1254
290,290,290,Whole Year,1254,1254,1254
291,291,291,Whole Year,1254,1254,1254
292,292,292,Whole Year,1254,1254,1254
293,293,293,Whole Year,1254,1254,1254
294,294,294,Whole Year,1254,1254,1254
295,295,295,Whole Year,1254,1254,1254
296,296,296,Whole Year,1254,1254,1254
297,297,297,Whole Year,1254,1254,1254
298,298,298,Whole Year,1254,1254,1254
299,299,299,Whole Year,1254,1254,1254
300,300,300,Whole Year,1254,1254,1254
301,301,301,Whole Year,1254,1254,1254
302,302,302,Whole Year,1254,1254,1254
303,303,303,Whole Year,1254,1254,1254
304,304,304,Whole Year,1254,1254,1254
305,305,305,Whole Year,1254,1254,1254
306,306,306,Whole Year,1254,1254,1254
307,307,307,Whole Year,1254,1254,1254
308,308,308,Whole Year,1254,1254,1254
309,309,309,Whole Year,1254,1254,1254
310,310,310,Whole Year,1254,1254,1254
311,311,311,Whole Year,1254,1254,1254
312,312,312,Whole Year,1254,1254,1254
313,313,313,Whole Year,1254,1254,1254
314,314,314,Whole Year,1254,1254,1254
315,315,315,Whole Year,1254,1254,1254
316,316,316,Whole Year,1254,1254,1254
317,317,317,Whole Year,1254,1254,1254
318,318,318,Whole Year,1254,1254,1254
319,319,319,Whole Year,1254,1254,1254
320,320,320,Whole Year,1254,1254,1254
321,321,321,Whole Year,1254,1254,1254
322,322,322,Whole Year,1254,1254,1254
323,323,323,Whole Year,1254,1254,1254
324,324,324,Whole Year,1254,1254,1254
325,325,325,Whole Year,1254,1254,1254
326,326,326,Whole Year,1254,1254,1254
327,327,327,Whole Year,1254,1254,1254
328,328,328,Whole Year,1254,1254,1254
329,329,329,Whole Year,1254,1254,1254
330,330,330,Whole Year,1254,1254,1254
331,331,331,Whole Year,1254,1254,1254
332,332,332,Whole Year,1254,1254,1254
333,333,333,Whole Year,1254,1254,1254
334,334,334,Whole Year,1254,1254,1254
335,335,335,Whole Year,1254,1254,1254
336,336,336,Whole Year,1254,1254,1254
337,337,337,Whole Year,1254,1254,1254
338,338,338,Whole Year,1254,1254,1254
339,339,339,Whole Year,1254,1254,1254
340,340,340,Whole Year,1254,1254,1254
341,341,341,Whole Year,1254,1254,1254
342,342,342,Whole Year,1254,1254,1254
343,343,343,Whole Year,1254,1254,1254
344,344,344,Whole Year,1254,1254,1254
345,345,345,Whole Year,1254,1254,1254
346,346,346,Whole Year,1254,1254,1254
347,347,347,Whole Year,1254,1254,1254
348,348,348,Whole Year,1254,1254,1254
349,349,349,Whole Year,1254,1254,1254
350,350,350,Whole Year,1254,1254,1254
351,351,351,Whole Year,1254,1254,1254
352,352,352,Whole Year,1254,1254,1254
353,353,353,Whole Year,1254,1254,1254
354,354,354,Whole Year,1254,1254,1254
355,355,355,Whole Year,1254,1254,1254
356,356,356,Whole Year,1254,1254,1254
357,357,357,Whole Year,1254,1254,1254
358,358,358,Whole Year,1254,1254,1254
359,359,359,Whole Year,1254,1254,1254
360,360,360,Whole Year,1254,1254,1254
361,361,361,Whole Year,1254,1254,1254
362,362,362,Whole Year,1254,1254,1254
363,363,363,Whole Year,1254,1254,1254
364,364,364,Whole Year,1254,1254,1254
365,365,365,Whole Year,1254,1254,1254
366,366,366,Whole Year,1254,1254,1254
367,367,367,Whole Year,1254,1254,1254
368,368,368,Whole Year,1254,1254,1254
369,369,369,Whole Year,1254,1254,1254
370,370,370,Whole Year,1254,1254,1254
371,371,371,Whole Year,1254,1254,1254
372,372,372,Whole Year,1254,1254,1254
373,373,373,Whole Year,1254,1254,1254
374,374,374,Whole Year,1254,1254,1254
375,375,375,Whole Year,1254,1254,1254
376,376,376,Whole Year,1254,1254,1254
377,377,377,Whole Year,1254,1254,1254
378,378,378,Whole Year,1254,1254,1254
379,379,379,Whole Year,1254,1254,1254
380,380,380,Whole Year,1254,1254,1254
381,381,381,Whole Year,1254,1254,1254
382,382,382,Whole Year,1254,1254,1254
383,383,383,Whole Year,1254,1254,1254
384,384,384,Whole Year,1254,1254,1254
385,385,385,Whole Year,1254,1254,1254
386,386,386,Kharif,1254,1254,1254
387,387,387,Kharif,1254,1254,1254
388,388,388,Kharif,1254,1254,1254
389,389,389,Kharif,1254,1254,1254
390,390,390,Kharif,1254,1254,1254
391,391,391,Kharif,1254,1254,1254
392,392,392,Kharif,1254,1254,1254
393,393,393,Kharif,1254,1254,1254
394,394,394,Kharif,1254,1254,1254
395,395,395,Kharif,1254,1254,1254
396,396,396,Kharif,1254,1254,1254
397,397,397,Kharif,1254,1254,1254
398,398,398,Kharif,1254,1254,1254
399,399,399,Kharif,1254,1254,1254
400,400,400,Kharif,1254,1254,1254
401,401,401,Kharif,1254,1254,1254
402,402,402,Kharif,1254,1254,1254
403,403,403,Kharif,1254,1254,1254
404,404,404,Kharif,1254,1254,1254
405,405,405,Kharif,1254,1254,1254
406,406,406,Kharif,1254,1254,1254
407,407,407,Kharif,1254,1254,1254
408,408,408,Kharif,1254,1254,1254
409,409,409,Kharif,1254,1254,1254
410,410,410,Kharif,1254,1254,1254
411,411,411,Kharif,1254,1254,1254
412,412,412,Kharif,1254,1254,1254
413,413,413,Kharif,1254,1254,1254
414,414,414,Kharif,1254,1254,1254
415,415,415,Kharif,1254,1254,1254
416,416,416,Kharif,1254,1254,1254
417,417,417,Kharif,1254,1254,1254
418,418,418,Kharif,1254,1254,1254
419,419,419,Kharif,1254,1254,1254
420,420,420,Kharif,1254,1254,1254
421,421,421,Kharif,1254,1254,1254
422,422,422,Kharif,1254,1254,1254
423,423,423,Kharif,1254,1254,1254
424,424,424,Kharif,1254,1254,1254
425,425,425,Kharif,1254,1254,1254
426,426,426,Kharif,1254,1254,1254
427,427,427,Kharif,1254,1254,1254
428,428,428,Kharif,1254,1254,1254
429,429,429,Kharif,1254,1254,1254
430,430,430,Kharif,1254,1254,1254
431,431,431,Kharif,1254,1254,1254
432,432,432,Kharif,1254,1254,1254
433,433,433,Kharif,1254,1254,1254
434,434,434,Kharif,1254,1254,1254
435,435,435,Kharif,1254,1254,1254
436,436,436,Kharif,1254,1254,1254
437,437,437,Kharif,1254,1254,1254
438,438,438,Kharif,1254,1254,1254
439,439,439,Kharif,1254,1254,1254
440,440,440,Kharif,1254,1254,1254
441,441,441,Kharif,1254,1254,1254
442,442,442,Kharif,1254,1254,1254
443,443,443,Whole Year,1254,1254,1254
444,444,444,Whole Year,1254,1254,1254
445,445,445,Whole Year,1254,1254,1254
446,446,446,Whole Year,1254,1254,1254
447,447,447,Whole Year,1254,1254,1254
448,448,448,Whole Year,1254,1254,1254
449,449,449,Whole Year,1254,1254,1254
450,450,450,Whole Year,1254,1254,1254
451,451,451,Whole Year,1254,1254,1254
452,452,452,Whole Year,1254,1254,1254
453,453,453,Whole Year,1254,1254,1254
454,454,454,Whole Year,1254,1254,1254
455,455,455,Whole Year,1254,1254,1254
456,456,456,Whole Year,1254,1254,1254
457,457,457,Whole Year,1254,1254,1254
458,458,458,Whole Year,1254,1254,1254
459,459,459,Whole Year,1254,1254,1254
460,460,460,Whole Year,1254,1254,1254
461,461,461,Whole Year,1254,1254,1254
462,462,462,Whole Year,1254,1254,1254
463,463,463,Whole Year,1254,1254,1254
464,464,464,Whole Year,1254,1254,1254
465,465,465,Whole Year,1254,1254,1254
466,466,466,Whole Year,1254,1254,1254
467,467,467,Whole Year,1254,1254,1254
468,468,468,Whole Year,1254,1254,1254
469,469,469,Whole Year,1254,1254,1254
470,470,470,Whole Year,1254,1254,1254
471,471,471,Whole Year,1254,1254,1254
472,472,472,Whole Year,1254,1254,1254
473,473,473,Whole Year,1254,1254,1254
474,474,474,Whole Year,1254,1254,1254
475,475,475,Whole Year,1254,1254,1254
476,476,476,Whole Year,1254,1254,1254
477,477,477,Whole Year,1254,1254,1254
478,478,478,Whole Year,1254,1254,1254
479,479,479,Whole Year,1254,1254,1254
480,480,480,Whole Year,1254,1254,1254
481,481,481,Whole Year,1254,1254,1254
482,482,482,Whole Year,1254,1254,1254
483,483,483,Whole Year,1254,1254,1254
484,484,484,Whole Year,1254,1254,1254
485,485,485,Whole Year,1254,1254,1254
486,486,486,Whole Year,1254,1254,1254
487,487,487,Whole Year,1254,1254,1254
488,488,488,Whole Year,1254,1254,1254
489,489,489,Whole Year,1254,1254,1254
490,490,490,Whole Year,1254,1254,1254
491,491,491,Whole Year,1254,1254,1254
492,492,492,Whole Year,1254,1254,1254
493,493,493,Whole Year,1254,1254,1254
494,494,494,Whole Year,1254,1254,1254
495,495,495,Whole Year,1254,1254,1254
496,496,496,Whole Year,1254,1254,1254
497,497,497,Whole Year,1254,1254,1254
498,498,498,Whole Year,1254,1254,1254
499,499,499,Whole Year,1254,1254,1254
500,500,500,Whole Year,1254,1254,1254
501,501,501,Whole Year,1254,1254,1254
502,502,502,Whole Year,1254,1254,1254
503,503,503,Whole Year,1254,1254,1254
504,504,504,Whole Year,1254,1254,1254
505,505,505,Whole Year,1254,1254,1254
506,506,506,Whole Year,1254,1254,1254
507,507,507,Whole Year,1254,1254,1254
508,508,508,Whole Year,1254,1254,1254
509,509,509,Whole Year,1254,1254,1254
510,510,510,Whole Year,1254,1254,1254
511,511,511,Whole Year,1254,1254,1254
512,512,512,Whole Year,1254,1254,1254
513,513,513,Whole Year,1254,1254,1254
514,514,514,Whole Year,1254,1254,1254
515,515,515,Whole Year,1254,1254,1254
516,516,516,Whole Year,1254,1254,1254
517,517,517,Whole Year,1254,1254,1254
518,518,518,Whole Year,1254,1254,1254
519,519,519,Whole Year,1254,1254,1254
520,520,520,Whole Year,1254,1254,1254
521,521,521,Whole Year,1254,1254,1254
522,522,522,Whole Year,1254,1254,1254
523,523,523,Whole Year,1254,1254,1254
524,524,524,Whole Year,1254,1254,1254
525,525,525,Whole Year,1254,1254,1254
526,526,526,Whole Year,1254,1254,1254
527,527,527,Whole Year,1254,1254,1254
528,528,528,Whole Year,1254,1254,1254
529,529,529,Whole Year,1254,1254,1254
530,530,530,Whole Year,1254,1254,1254
531,531,531,Whole Year,1254,1254,1254
532,532,532,Whole Year,1254,1254,1254
533,533,533,Whole Year,1254,1254,1254
534,534,534,Whole Year,1254,1254,1254
535,535,535,Whole Year,1254,1254,1254
536,536,536,Whole Year,1254,1254,1254
537,537,537,Whole Year,1254,1254,1254
538,538,538,Whole Year,1254,1254,1254
539,539,539,Whole Year,1254,1254,1254
540,540,540,Whole Year,1254,1254,1254
541,541,541,Whole Year,1254,1254,1254
542,542,542,Whole Year,1254,1254,1254
543,543,543,Whole Year,1254,1254,1254
544,544,544,Whole Year,1254,1254,1254
545,545,545,Whole Year,1254,1254,1254
546,546,546,Whole Year,1254,1254,1254
547,547,547,Kharif,1254,1254,1254
548,548,548,Kharif,1254,1254,1254
549,549,549,Kharif,1254,1254,1254
550,550,550,Kharif,1254,1254,1254
551,551,551,Kharif,1254,1254,1254
552,552,552,Kharif,1254,1254,1254
553,553,553,Kharif,1254,1254,1254
554,554,554,Kharif,1254,1254,1254
555,555,555,Kharif,1254,1254,1254
556,556,556,Kharif,1254,1254,1254
557,557,557,Kharif,1254,1254,1254
558,558,558,Kharif,1254,1254,1254
559,559,559,Kharif,1254,1254,1254
560,560,560,Kharif,1254,1254,1254
561,561,561,Kharif,1254,1254,1254
562,562,562,Kharif,1254,1254,1254
563,563,563,Kharif,1254,1254,1254
564,564,564,Kharif,1254,1254,1254
565,565,565,Kharif,1254,1254,1254
566,566,566,Kharif,1254,1254,1254
567,567,567,Kharif,1254,1254,1254
568,568,568,Kharif,1254,1254,1254
569,569,569,Kharif,1254,1254,1254
570,570,570,Kharif,1254,1254,1254
571,571,571,Kharif,1254,1254,1254
572,572,572,Kharif,1254,1254,1254
573,573,573,Kharif,1254,1254,1254
574,574,574,Kharif,1254,1254,1254
575,575,575,Kharif,1254,1254,1254
576,576,576,Kharif,1254,1254,1254
577,577,577,Kharif,1254,1254,1254
578,578,578,Kharif,1254,1254,1254
579,579,579,Kharif,1254,1254,1254
580,580,580,Kharif,1254,1254,1254
581,581,581,Kharif,1254,1254,1254
582,582,582,Kharif,1254,1254,1254
583,583,583,Kharif,1254,1254,1254
584,584,584,Kharif,1254,1254,1254
585,585,585,Kharif,1254,1254,1254
586,586,586,Kharif,1254,1254,1254
587,587,587,Kharif,1254,1254,1254
588,588,588,Kharif,1254,1254,1254
589,589,589,Kharif,1254,1254,1254
590,590,590,Kharif,1254,1254,1254
591,591,591,Kharif,1254,1254,1254
592,592,592,Kharif,1254,1254,1254
593,593,593,Kharif,1254,1254,1254
594,594,594,Kharif,1254,1254,1254
595,595,595,Kharif,1254,1254,1254
596,596,596,Kharif,1254,1254,1254
597,597,597,Kharif,1254,1254,1254
598,598,598,Kharif,1254,1254,1254
599,599,599,Kharif,1254,1254,1254
600,600,600,Kharif,1254,1254,1254
601,601,601,Kharif,1254,1254,1254
602,602,602,Kharif,1254,1254,1254
603,603,603,Kharif,1254,1254,1254
604,604,604,Kharif,1254,1254,1254
605,605,605,Kharif,1254,1254,1254
606,606,606,Kharif,1254,1254,1254
607,607,607,Kharif,1254,1254,1254
608,608,608,Kharif,1254,1254,1254
609,609,609,Kharif,1254,1254,1254
610,610,610,Kharif,1254,1254,1254
611,611,611,Kharif,1254,1254,1254
612,612,612,Rabi,1254,1254,1254
613,613,613,Kharif,1254,1254,1254
614,614,614,Rabi,1254,1254,1254
615,615,615,Kharif,1254,1254,1254
616,616,616,Rabi,1254,1254,1254
617,617,617,Kharif,1254,1254,1254
618,618,618,Rabi,1254,1254,1254
619,619,619,Kharif,1254,1254,1254
620,620,620,Rabi,1254,1254,1254
621,621,621,Kharif,1254,1254,1254
622,622,622,Rabi,1254,1254,1254
623,623,623,Kharif,1254,1254,1254
624,624,624,Rabi,1254,1254,1254
625,625,625,Kharif,1254,1254,1254
626,626,626,Rabi,1254,1254,1254
627,627,627,Kharif,1254,1254,1254
628,628,628,Rabi,1254,1254,1254
629,629,629,Kharif,1254,1254,1254
630,630,630,Rabi,1254,1254,1254
631,631,631,Kharif,1254,1254,1254
632,632,632,Rabi,1254,1254,1254
633,633,633,Kharif,1254,1254,1254
634,634,634,Rabi,1254,1254,1254
635,635,635,Kharif,1254,1254,1254
636,636,636,Rabi,1254,1254,1254
637,637,637,Kharif,1254,1254,1254
638,638,638,Rabi,1254,1254,1254
639,639,639,Kharif,1254,1254,1254
640,640,640,Rabi,1254,1254,1254
641,641,641,Kharif,1254,1254,1254
642,642,642,Rabi,1254,1254,1254
643,643,643,Kharif,1254,1254,1254
644,644,644,Rabi,1254,1254,1254
645,645,645,Kharif,1254,1254,1254
646,646,646,Rabi,1254,1254,1254
647,647,647,Kharif,1254,1254,1254
648,648,648,Rabi,1254,1254,1254
649,649,649,Kharif,1254,1254,1254
650,650,650,Rabi,1254,1254,1254
651,651,651,Kharif,1254,1254,1254
652,652,652,Rabi,1254,1254,1254
653,653,653,Kharif,1254,1254,1254
654,654,654,Rabi,1254,1254,1254
655,655,655,Kharif,1254,1254,1254
656,656,656,Rabi,1254,1254,1254
657,657,657,Kharif,1254,1254,1254
658,658,658,Rabi,1254,1254,1254
659,659,659,Kharif,1254,1254,1254
660,660,660,Rabi,1254,1254,1254
661,661,661,Kharif,1254,1254,1254
662,662,662,Rabi,1254,1254,1254
663,663,663,Kharif,1254,1254,1254
664,664,664,Rabi,1254,1254,1254
665,665,665,Kharif,1254,1254,1254
666,666,666,Rabi,1254,1254,1254
667,667,667,Kharif,1254,1254,1254
668,668,668,Rabi,1254,1254,1254
669,669,669,Kharif,1254,1254,1254
670,670,670,Rabi,1254,1254,1254
671,671,671,Kharif,1254,1254,1254
672,672,672,Rabi,1254,1254,1254
673,673,673,Kharif,1254,1254,1254
674,674,674,Rabi,1254,1254,1254
675,675,675,Kharif,1254,1254,1254
676,676,676,Rabi,1254,1254,1254
677,677,677,Kharif,1254,1254,1254
678,678,678,Rabi,1254,1254,1254
679,679,679,Kharif,1254,1254,1254
680,680,680,Rabi,1254,1254,1254
681,681,681,Kharif,1254,1254,1254
682,682,682,Rabi,1254,1254,1254
683,683,683,Kharif,1254,1254,1254
684,684,684,Rabi,1254,1254,1254
